Auktion;Art;Klas.;Sort;Redskab;MSC;SeaPacked;Ks;Kilo;Slant;Ialt;Pris;Total;Område;Dato;Redskab;Sælger;Sælger navn;Sælger adresse;Post nr.;By;Land;Tlf;Email;Landingsdato;Fangst start;Fangst slut;FAO;Latin;Parti nr.
Strandby;Pighvar;E;3;;FALSK;FALSK;0;0;4;4;92;368;;18-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;18-05-2020;;;TUR;Psetta Maxima;1,8052E+11
Strandby;Pighvar;E;4;;FALSK;FALSK;1;0;6;6;67;402;;18-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;18-05-2020;;;TUR;Psetta Maxima;1,8052E+11
Hanstholm;Rødspætte;E;2;;SAND;FALSK;4;35;8;113;30;3390;;18-05-2020;;GRØN;Thorkild Grøn Samlecentral;Auktionsgade 23;7730;Hanstholm;Denmark;97961988;;18-05-2020;;;PLE;Pleuronectes Platessa;1,8052E+12
Strandby;Skærising;A;2;;FALSK;FALSK;5;35;0;175;39;6825;;18-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;18-05-2020;;;WIT;Glyptocephalus Cynoglossus;1,8052E+11
Strandby;Skærising;A;3;;FALSK;FALSK;5;35;0;175;6;1068;;18-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;18-05-2020;;;WIT;Glyptocephalus Cynoglossus;1,8052E+11
Strandby;Skærising;A;3;;FALSK;FALSK;1;35;0;35;6;221;;18-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;18-05-2020;;;WIT;Glyptocephalus Cynoglossus;1,8052E+11
Strandby;Torsk;E;3;;FALSK;FALSK;2;25;15;40;37;1460;;18-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;18-05-2020;;;COD;Gadus Morhua;1,8052E+11
Skagen;Torsk;E;3;TRAWL;FALSK;FALSK;2;25;0;50;40;2013;27. 3AN;18-05-2020;OTB;S 486;S 486 Sajoni;;;;Denmark;;;18-05-2020;16-05-2020;17-05-2020;COD;Gadus Morhua;1,8052E+12
Strandby;Torsk;E;4;;FALSK;FALSK;1;25;0;25;34;850;;18-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;18-05-2020;;;COD;Gadus Morhua;1,8052E+11
Skagen;Torsk;E;4;TRAWL;FALSK;FALSK;5;20;9;89;27.5;2448;27. 3AN;18-05-2020;OTB;S 486;S 486 Sajoni;;;;Denmark;;;18-05-2020;16-05-2020;17-05-2020;COD;Gadus Morhua;1,8052E+12
Skagen;Torsk;E;4;;FALSK;FALSK;2;0;50;50;31;1563;27;18-05-2020;;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;18-05-2020;;;COD;Gadus Morhua;1,8052E+12
Strandby;Hornfisk;E;1;;FALSK;FALSK;3;25;0;75;27.5;2063;;19-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;19-05-2020;;;GAR;Belone Belone;1,9052E+11
Strandby;Jomfruhummer;E;2;TRAWL;SAND;FALSK;1;20;0;20;66;1310;27.3.AS;19-05-2020;OTB;r 223;R 223 Louise;;9970;Strandby;Denmark;;;19-05-2020;18-05-2020;19-05-2020;NEP;Nephrobs Norvegicus;19052020401
Strandby;Jomfruhummerhaler;E;9;TRAWL;SAND;FALSK;1;0;19;19;88;1672;27.3.AN;19-05-2020;OTB;FN 374;FN 374;;;;Denmark;;;19-05-2020;17-05-2020;19-05-2020;NEP;Nephrobs Norvegicus;1,9052E+11
Strandby;Krabbeklør;E;2;;FALSK;FALSK;2;25;23;48;50;2400;;19-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;19-05-2020;;;CRE;Cancer pagurus;1,9052E+11
Strandby;Kulmule;A;1;;SAND;FALSK;0;0;3;3;27;68;;19-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;19-05-2020;;;HKE;Merluccius Merluccius;1,9052E+11
Strandby;Kulmule;A;2;;SAND;FALSK;1;0;27;27;28;756;;19-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;19-05-2020;;;HKE;Merluccius Merluccius;1,9052E+11
Strandby;Lange;A;1;;SAND;FALSK;1;0;13;13;23;299;;19-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;19-05-2020;;;LIN;Molva Molva;1,9052E+11
Strandby;Mørksej;A;3;;SAND;FALSK;2;35;0;70;14;998;;19-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;19-05-2020;;;POK;Pollachius Virens;1,9052E+11
Strandby;Skærising;A;2;;FALSK;FALSK;3;35;32;102;46;4692;;19-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;19-05-2020;;;WIT;Glyptocephalus Cynoglossus;1,9052E+11
Skagen;Skærising;A;2;TRAWL;FALSK;FALSK;3;35;9;79;38;2982;27. 3AN;19-05-2020;OTB;S 226;"S 226 "" Emmely Pilegaard""";Sct. Laurentii Vej 39;9990;Skagen;Denmark;22821284;;19-05-2020;16-05-2020;18-05-2020;WIT;Glyptocephalus Cynoglossus;1,9052E+12
Skagen;Skærising;A;2;TRAWL;FALSK;FALSK;1;0;19;19;40;760;27. 3A;19-05-2020;OTB;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;19-05-2020;;;WIT;Glyptocephalus Cynoglossus;1,9052E+12
Strandby;Skærising;A;3;;FALSK;FALSK;3;35;36;106;8;822;;19-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;19-05-2020;;;WIT;Glyptocephalus Cynoglossus;1,9052E+11
Hirtshals;Skærising;E;2;VOD;FALSK;FALSK;2;35;26;61;34;2074;27.3.AN;19-05-2020;SDN;FFHI;F. F. Hirtshals;J. Fibigersgade 16;9850;Hirtshals;Denmark;98941437;;19-05-2020;;;WIT;Glyptocephalus Cynoglossus;1,9052E+12
Skagen;Skærising;E;2;VOD;FALSK;FALSK;2;35;39;74;36;2664;27. 3A;19-05-2020;SDN;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;19-05-2020;;;WIT;Glyptocephalus Cynoglossus;1,9052E+12
Strandby;Torsk;E;3;;FALSK;FALSK;3;25;0;75;39;2906;;19-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;19-05-2020;;;COD;Gadus Morhua;1,9052E+11
Skagen;Torsk;E;3;GARN;FALSK;FALSK;2;25;0;50;34;1713;27. 3A;19-05-2020;GNS;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;19-05-2020;;;COD;Gadus Morhua;1,9052E+12
Strandby;Torsk;E;4;;FALSK;FALSK;6;25;13;138;32;4382;;19-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;19-05-2020;;;COD;Gadus Morhua;1,9052E+11
Strandby;Jomfruhummer;E;2;TRAWL;SAND;FALSK;5;20;0;100;67;6650;27.3.AN;20-05-2020;OTB;FN 131;FN 131;;;;Denmark;;;20-05-2020;19-05-2020;20-05-2020;NEP;Nephrobs Norvegicus;2,0052E+11
Strandby;Krabbeklør;E;1;;FALSK;FALSK;1;25;18;18;65;1170;;20-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;20-05-2020;;;CRE;Cancer pagurus;2,0052E+12
Skagen;Kulmule;A;0;TRAWL;SAND;FALSK;1;0;8;8;29;232;27. 3A;20-05-2020;OTB;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;20-05-2020;;;HKE;Merluccius Merluccius;2,0052E+12
Hanstholm;Kulmule;A;1;FLY;SAND;SAND;2;19;0;38;32;1197;27.4.A;20-05-2020;SSC;VA 97 M;"VA 97 M ""Nordsö""";;;;Norway;;;20-05-2020;;;HKE;Merluccius Merluccius;2,0052E+13
Strandby;Kulmule;A;1;;SAND;FALSK;1;0;23;23;31;702;;20-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;20-05-2020;;;HKE;Merluccius Merluccius;2,0052E+11
Strandby;Kulmule;A;2;;SAND;FALSK;2;25;0;50;30;1500;;20-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;20-05-2020;;;HKE;Merluccius Merluccius;2,0052E+11
Skagen;Kulmule;A;2;TRAWL;SAND;FALSK;1;0;27;27;47;1269;27. 3A;20-05-2020;OTB;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;20-05-2020;;;HKE;Merluccius Merluccius;2,0052E+12
Hanstholm;Kulmule;E;2;FLY;SAND;SAND;39;25;0;975;26;25106;27.4.A;20-05-2020;SSC;VA 97 M;"VA 97 M ""Nordsö""";;;;Norway;;;20-05-2020;;;HKE;Merluccius Merluccius;2,0052E+12
Hirtshals;Kulmule;E;2;;SAND;FALSK;4;20;15;75;35;2588;27.3.AN;20-05-2020;;FFHI;F. F. Hirtshals;J. Fibigersgade 16;9850;Hirtshals;Denmark;98941437;;20-05-2020;;;HKE;Merluccius Merluccius;2,0052E+12
Hirtshals;Kulmule;E;2;VG;SAND;FALSK;2;20;7;27;36;972;27.3.AN;20-05-2020;;FFHI;F. F. Hirtshals;J. Fibigersgade 16;9850;Hirtshals;Denmark;98941437;;20-05-2020;;;HKE;Merluccius Merluccius;2,0052E+12
Strandby;Lange;A;1;;SAND;FALSK;1;0;47;47;20;940;;20-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;20-05-2020;;;LIN;Molva Molva;2,0052E+11
Skagen;Lange;A;1;TRAWL;SAND;FALSK;0;0;5;5;17;85;27. 3A;20-05-2020;OTB;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;20-05-2020;;;LIN;Molva Molva;2,0052E+12
Strandby;Lyssej;A;2;;FALSK;FALSK;0;0;3;3;32;96;;20-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;20-05-2020;;;POL;Pollachius Pollachius;2,0052E+12
Strandby;Lyssej;A;3;;FALSK;FALSK;1;0;13;13;32;416;;20-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;20-05-2020;;;POL;Pollachius Pollachius;2,0052E+12
Strandby;Lyssej;E;3;;FALSK;FALSK;1;0;8;8;34;272;;20-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;20-05-2020;;;POL;Pollachius Pollachius;2,0052E+11
Strandby;Pighvar;E;4;;FALSK;FALSK;0;0;5;5;92;414;;20-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;20-05-2020;;;TUR;Psetta Maxima;2,0052E+12
Strandby;Rødspætte;A;2;;SAND;FALSK;2;35;0;70;28;1960;;20-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;20-05-2020;;;PLE;Pleuronectes Platessa;2,0052E+11
Strandby;Rødspætte;A;3;;SAND;FALSK;2;35;29;64;25;1568;;20-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;20-05-2020;;;PLE;Pleuronectes Platessa;2,0052E+11
Strandby;Rødspætte;E;1;;SAND;FALSK;1;35;0;35;30;1033;;20-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;20-05-2020;;;PLE;Pleuronectes Platessa;2,0052E+11
Hirtshals;Rødspætte;E;2;VOD;SAND;FALSK;1;35;0;35;47;1645;27.3.AN;20-05-2020;SDN;FFHI;F. F. Hirtshals;J. Fibigersgade 16;9850;Hirtshals;Denmark;98941437;;20-05-2020;;;PLE;Pleuronectes Platessa;2,0052E+12
Hirtshals;Rødspætte;E;2;VOD;SAND;FALSK;1;35;0;35;49;1715;27.3.AN;20-05-2020;SDN;FFHI;F. F. Hirtshals;J. Fibigersgade 16;9850;Hirtshals;Denmark;98941437;;20-05-2020;;;PLE;Pleuronectes Platessa;2,0052E+12
Strandby;Rødspætte;E;2;;SAND;FALSK;2;35;34;69;29;1967;;20-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;20-05-2020;;;PLE;Pleuronectes Platessa;2,0052E+11
Hirtshals;Rødspætte;E;3;VOD;SAND;FALSK;2;35;0;70;36;2485;27.3.AN;20-05-2020;SDN;FFHI;F. F. Hirtshals;J. Fibigersgade 16;9850;Hirtshals;Denmark;98941437;;20-05-2020;;;PLE;Pleuronectes Platessa;2,0052E+12
Strandby;Rødspætte;E;3;;SAND;FALSK;3;35;24;94;25;2350;;20-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;20-05-2020;;;PLE;Pleuronectes Platessa;2,0052E+11
Strandby;Rødspætte;E;4;;SAND;FALSK;4;35;0;140;22;3080;;20-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;20-05-2020;;;PLE;Pleuronectes Platessa;2,0052E+11
Hirtshals;Rødtunge;A;2;;FALSK;FALSK;1;35;0;35;55;1925;27.3.AN;20-05-2020;;FFHI;F. F. Hirtshals;J. Fibigersgade 16;9850;Hirtshals;Denmark;98941437;;20-05-2020;;;LEM;Microstomus Kitt;2,0052E+12
Strandby;Skærising;A;1;;FALSK;FALSK;3;35;0;105;38;3990;;20-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;20-05-2020;;;WIT;Glyptocephalus Cynoglossus;2,0052E+12
Strandby;Skærising;A;3;;FALSK;FALSK;5;35;0;175;7;1155;;20-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;20-05-2020;;;WIT;Glyptocephalus Cynoglossus;2,0052E+12
Strandby;Skærising;A;3;;FALSK;FALSK;3;35;0;105;7;704;;20-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;20-05-2020;;;WIT;Glyptocephalus Cynoglossus;2,0052E+12
Strandby;Skærising;E;1;;FALSK;FALSK;1;0;9;9;42;378;;20-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;20-05-2020;;;WIT;Glyptocephalus Cynoglossus;2,0052E+11
Strandby;Torsk;E;2;;FALSK;FALSK;1;25;0;25;36;888;;20-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;20-05-2020;;;COD;Gadus Morhua;2,0052E+12
Strandby;Torsk;E;4;;FALSK;FALSK;4;25;21;96;29;2784;;20-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;20-05-2020;;;COD;Gadus Morhua;2,0052E+12
Strandby;Blæksprutte;A;2;;FALSK;FALSK;0;0;2;2;30;60;;22-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;22-05-2020;;;CEP;Cephalopoda;2,2052E+12
Hanstholm;Havkat;E;2;TRAWL;FALSK;SAND;10;30;0;300;18;5400;27.4.A;22-05-2020;OTB;HM 128;"HM 128 ""Borkumrif""";Bytorvet 34;7730;Hanstholm;Denmark;40364934 (Flemm);;22-05-2020;14-05-2020;21-05-2020;CAT;Anarhicas Spp;2,2052E+12
Strandby;Hvilling;A;3;;FALSK;FALSK;1;0;17;17;3;51;;22-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;22-05-2020;;;WHG;Merlaugius Merlangus;2,2052E+12
Strandby;Kuller;A;1;;SAND;FALSK;1;35;30;30;19;555;;22-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;22-05-2020;;;HAD;Melanogrammus Aeglefinus;2,2052E+11
Skagen;Kuller;A;1;TRAWL;SAND;FALSK;1;0;11;11;20;220;27. 3AN;22-05-2020;OTB;S 226;"S 226 "" Emmely Pilegaard""";Sct. Laurentii Vej 39;9990;Skagen;Denmark;22821284;;22-05-2020;20-05-2020;22-05-2020;HAD;Melanogrammus Aeglefinus;2,2052E+12
Skagen;Kuller;A;1;TRAWL;SAND;FALSK;2;35;0;70;22;1540;27. 3A;22-05-2020;OTB;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;22-05-2020;;;HAD;Melanogrammus Aeglefinus;2,2052E+12
Skagen;Kuller;E;1;VOD;SAND;FALSK;1;0;11;11;24;259;27. 3A;22-05-2020;SDN;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;22-05-2020;;;HAD;Melanogrammus Aeglefinus;2,2052E+12
Strandby;Kulmule;A;1;;SAND;FALSK;1;0;20;20;24;480;;22-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;22-05-2020;;;HKE;Merluccius Merluccius;2,2052E+11
Strandby;Kulmule;A;2;;SAND;FALSK;2;25;30;55;19;1018;;22-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;22-05-2020;;;HKE;Merluccius Merluccius;2,2052E+11
Hanstholm;Kulmule;E;2;TRAWL;SAND;SAND;10;25;0;250;23;5625;27.4.A;22-05-2020;OTB;HM 128;"HM 128 ""Borkumrif""";Bytorvet 34;7730;Hanstholm;Denmark;40364934 (Flemm);;22-05-2020;14-05-2020;21-05-2020;HKE;Merluccius Merluccius;2,2052E+12
Skagen;Lange;A;1;TRAWL;SAND;FALSK;0;0;13;13;12;156;27. 3A;22-05-2020;OTB;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;22-05-2020;;;LIN;Molva Molva;2,2052E+12
Strandby;Lange;A;2;;SAND;FALSK;1;35;30;30;15;435;;22-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;22-05-2020;;;LIN;Molva Molva;2,2052E+11
Skagen;Lange;A;2;TRAWL;SAND;FALSK;1;0;7;7;18;126;27. 3A;22-05-2020;OTB;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;22-05-2020;;;LIN;Molva Molva;2,2052E+12
Hanstholm;Lyssej;E;3;TRAWL;FALSK;SAND;5;30;11;131;25;3275;27.4.A;22-05-2020;OTB;HM 228;"HM 228 ""Pondus""";Bytorvet 34;7730;Hanstholm;Denmark;40791674;;22-05-2020;14-05-2020;21-05-2020;POL;Pollachius Pollachius;2,2052E+12
Strandby;Makrel;E;1;;FALSK;FALSK;1;0;30;30;19;570;;22-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;22-05-2020;;;MAC;Scomber Scombrus;2,2052E+12
Strandby;Makrel;E;2;;FALSK;FALSK;1;25;0;25;21;525;;22-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;22-05-2020;;;MAC;Scomber Scombrus;2,2052E+12
Strandby;Mørksej;A;3;;SAND;FALSK;1;35;0;35;8;266;;22-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;22-05-2020;;;POK;Pollachius Virens;2,2052E+12
Strandby;Rød Knurhane;A;9;;FALSK;FALSK;1;0;11;11;10;110;;22-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;22-05-2020;;;GUU;Chelidonchthys Lucerna;2,2052E+12
Strandby;Rødspætte;A;2;;SAND;FALSK;1;35;0;35;24;823;;22-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;22-05-2020;;;PLE;Pleuronectes Platessa;2,2052E+11
Strandby;Rødspætte;A;3;;SAND;FALSK;2;35;39;74;20;1443;;22-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;22-05-2020;;;PLE;Pleuronectes Platessa;2,2052E+11
Hanstholm;Rødspætte;E;2;TRAWL;SAND;FALSK;3;35;22;92;19;1725;;22-05-2020;OTB;SAMLER;Hanstholm Samlecentral A/S;Auktionsgade 30;7730;Hanstholm;Denmark;;;22-05-2020;;;PLE;Pleuronectes Platessa;2,2052E+12
Hirtshals;Rødspætte;E;2;VOD;SAND;FALSK;3;35;0;105;29;3045;27.3.AN;22-05-2020;SDN;S 43;"S 43 ""Nordstrand""";"Gitte Henning A/S
Østerbyvej 44
";9990;Skagen;Denmark;;;22-05-2020;18-05-2020;20-05-2020;PLE;Pleuronectes Platessa;2,2052E+11
Strandby;Rødspætte;E;2;;SAND;FALSK;1;0;39;39;25;975;;22-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;22-05-2020;;;PLE;Pleuronectes Platessa;2,2052E+11
Skagen;Rødspætte;E;2;TRAWL;SAND;FALSK;1;0;15;15;35;525;27. 3AN;22-05-2020;OTB;S 226;"S 226 "" Emmely Pilegaard""";Sct. Laurentii Vej 39;9990;Skagen;Denmark;22821284;;22-05-2020;20-05-2020;22-05-2020;PLE;Pleuronectes Platessa;2,2052E+12
Skagen;Rødspætte;E;2;VOD;SAND;FALSK;1;35;23;23;36;828;27. 3A;22-05-2020;SDN;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;22-05-2020;;;PLE;Pleuronectes Platessa;2,2052E+12
Hanstholm;Rødspætte;E;3;TRAWL;SAND;FALSK;5;35;0;175;17;2888;;22-05-2020;OTB;SAMLER;Hanstholm Samlecentral A/S;Auktionsgade 30;7730;Hanstholm;Denmark;;;22-05-2020;;;PLE;Pleuronectes Platessa;2,2052E+12
Hirtshals;Rødspætte;E;3;VOD;SAND;FALSK;2;35;0;70;21;1470;27.3.AN;22-05-2020;SDN;FFHI;F. F. Hirtshals;J. Fibigersgade 16;9850;Hirtshals;Denmark;98941437;;22-05-2020;;;PLE;Pleuronectes Platessa;2,2052E+12
Strandby;Rødspætte;E;3;;SAND;FALSK;3;35;11;81;22;1742;;22-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;22-05-2020;;;PLE;Pleuronectes Platessa;2,2052E+11
Skagen;Rødspætte;E;3;TRAWL;SAND;FALSK;2;35;30;65;27;1755;27. 3A;22-05-2020;OTB;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;22-05-2020;;;PLE;Pleuronectes Platessa;2,2052E+12
Hirtshals;Rødspætte;E;4;VOD;SAND;FALSK;5;35;12;152;15;2204;27.3.AN;22-05-2020;SDN;FFHI;F. F. Hirtshals;J. Fibigersgade 16;9850;Hirtshals;Denmark;98941437;;22-05-2020;;;PLE;Pleuronectes Platessa;2,2052E+12
Strandby;Skærising;A;1;;FALSK;FALSK;3;35;15;85;36;3060;;22-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;22-05-2020;;;WIT;Glyptocephalus Cynoglossus;2,2052E+11
Strandby;Skærising;A;2;;FALSK;FALSK;12;35;30;415;34;13903;;22-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;22-05-2020;;;WIT;Glyptocephalus Cynoglossus;2,2052E+11
Skagen;Skærising;A;2;TRAWL;FALSK;FALSK;1;0;16;16;33;520;27. 3AN;22-05-2020;OTB;S 226;"S 226 "" Emmely Pilegaard""";Sct. Laurentii Vej 39;9990;Skagen;Denmark;22821284;;22-05-2020;20-05-2020;22-05-2020;WIT;Glyptocephalus Cynoglossus;2,2052E+12
Skagen;Skærising;A;2;TRAWL;FALSK;FALSK;1;0;21;21;35;735;27. 3AN;22-05-2020;OTB;S 486;S 486 Sajoni;;;;Denmark;;;22-05-2020;20-05-2020;22-05-2020;WIT;Glyptocephalus Cynoglossus;2,2052E+12
Strandby;Skærising;A;3;;FALSK;FALSK;6;35;0;210;6;1281;;22-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;22-05-2020;;;WIT;Glyptocephalus Cynoglossus;2,2052E+11
Strandby;Skærising;A;3;;FALSK;FALSK;1;35;0;35;6;217;;22-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;22-05-2020;;;WIT;Glyptocephalus Cynoglossus;2,2052E+11
Strandby;Skærising;A;3;;FALSK;FALSK;1;35;0;35;6;217;;22-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;22-05-2020;;;WIT;Glyptocephalus Cynoglossus;2,2052E+11
Strandby;Skærising;A;3;;FALSK;FALSK;1;35;0;35;6;224;;22-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;22-05-2020;;;WIT;Glyptocephalus Cynoglossus;2,2052E+11
Strandby;Skærising;E;1;;FALSK;FALSK;0;0;6;6;37;219;;22-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;22-05-2020;;;WIT;Glyptocephalus Cynoglossus;2,2052E+11
Hanstholm;Skærising;E;2;TRAWL;FALSK;SAND;5;30;0;150;22;3300;27.4.A;22-05-2020;OTB;L 654;"L 654 ""Pia Glanz""";Stormgade 8, 1.s.;6960;Hvide Sande;Denmark;21257167-John;;22-05-2020;15-05-2020;20-05-2020;WIT;Glyptocephalus Cynoglossus;2,2052E+12
Hanstholm;Skærising;E;2;TRAWL;FALSK;SAND;5;30;0;150;23;3450;27.4.A;22-05-2020;OTB;HM 128;"HM 128 ""Borkumrif""";Bytorvet 34;7730;Hanstholm;Denmark;40364934 (Flemm);;22-05-2020;14-05-2020;21-05-2020;WIT;Glyptocephalus Cynoglossus;2,2052E+12
Hanstholm;Skærising;E;2;TRAWL;FALSK;SAND;5;30;0;150;29;4275;27.4.A;22-05-2020;OTB;L 654;"L 654 ""Pia Glanz""";Stormgade 8, 1.s.;6960;Hvide Sande;Denmark;21257167-John;;22-05-2020;15-05-2020;20-05-2020;WIT;Glyptocephalus Cynoglossus;2,2052E+12
Hirtshals;Skærising;E;2;VOD;FALSK;FALSK;6;35;0;210;25;5250;27.3.AN;22-05-2020;SDN;FFHI;F. F. Hirtshals;J. Fibigersgade 16;9850;Hirtshals;Denmark;98941437;;22-05-2020;;;WIT;Glyptocephalus Cynoglossus;2,2052E+12
Strandby;Skærising;E;2;;FALSK;FALSK;1;0;20;20;33;650;;22-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;22-05-2020;;;WIT;Glyptocephalus Cynoglossus;2,2052E+11
Strandby;Torsk;E;3;;FALSK;FALSK;5;25;0;125;28;3500;;22-05-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;22-05-2020;;;COD;Gadus Morhua;2,2052E+12
